From, To, Jaccard
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicDayOfYearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJYearOfEraDateTimeField.java, 0.21052631578947367
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicDayOfYearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ISOYearOfEraDateTimeField.java, 0.16883116883116883
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicFixedMonthChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicGJChronology.java, 0.23931623931623933
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicFixedMonthChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\IslamicChronology.java, 0.15695067264573992
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicMonthOfYearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicWeekyearDateTimeField.java, 0.15
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicSingleEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicWeekOfWeekyearDateTimeField.java, 0.15384615384615385
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicSingleEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicYearDateTimeField.java, 0.16326530612244897
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicSingleEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJDayOfWeekDateTimeField.java, 0.19402985074626866
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicSingleEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJEraDateTimeField.java, 0.4782608695652174
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicSingleEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\field\DecoratedDateTimeField.java, 0.15942028985507245
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicSingleEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\field\UnsupportedDateTimeField.java, 0.17355371900826447
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicWeekOfWeekyearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicYearDateTimeField.java, 0.16326530612244897
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicWeekOfWeekyearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJDayOfWeekDateTimeField.java, 0.23076923076923078
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicWeekOfWeekyearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJEraDateTimeField.java, 0.18604651162790697
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicWeekOfWeekyearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJYearOfEraDateTimeField.java, 0.23076923076923078
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicWeekOfWeekyearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ISOYearOfEraDateTimeField.java, 0.189873417721519
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicWeekyearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicYearDateTimeField.java, 0.2601626016260163
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicWeekyearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJEraDateTimeField.java, 0.16260162601626016
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicWeekyearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJYearOfEraDateTimeField.java, 0.17094017094017094
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicWeekyearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ISOYearOfEraDateTimeField.java, 0.15384615384615385
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicYearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJEraDateTimeField.java, 0.18867924528301888
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicYearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJYearOfEraDateTimeField.java, 0.23711340206185566
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BasicYearDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ISOYearOfEraDateTimeField.java, 0.22916666666666666
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BuddhistChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\CopticChronology.java, 0.1509433962264151
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BuddhistChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\EthiopicChronology.java, 0.15286624203821655
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\BuddhistChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ISOChronology.java, 0.2846153846153846
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\CopticChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\EthiopicChronology.java, 0.6206896551724138
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\CopticChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GregorianChronology.java, 0.39097744360902253
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\CopticChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\IslamicChronology.java, 0.16535433070866143
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\CopticChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\JulianChronology.java, 0.4326241134751773
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\EthiopicChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GregorianChronology.java, 0.35555555555555557
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\EthiopicChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\IslamicChronology.java, 0.16666666666666666
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\EthiopicChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\JulianChronology.java, 0.3986013986013986
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJDayOfWeekDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJEraDateTimeField.java, 0.22666666666666666
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJDayOfWeekDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJMonthOfYearDateTimeField.java, 0.22727272727272727
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJDayOfWeekDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJYearOfEraDateTimeField.java, 0.1780821917808219
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJDayOfWeekDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ISOYearOfEraDateTimeField.java, 0.1506849315068493
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJYearOfEraDateTimeField.java, 0.18681318681318682
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ISOYearOfEraDateTimeField.java, 0.15217391304347827
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\field\DecoratedDateTimeField.java, 0.15
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\field\UnsupportedDateTimeField.java, 0.17557251908396945
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJYearOfEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ISOYearOfEraDateTimeField.java, 0.5873015873015873
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJYearOfEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\field\RemainderDateTimeField.java, 0.1588785046728972
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GJYearOfEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\field\ZeroIsMaxDateTimeField.java, 0.21875
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GregorianChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\IslamicChronology.java, 0.1686746987951807
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\GregorianChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\JulianChronology.java, 0.4485294117647059
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\IslamicChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\JulianChronology.java, 0.16226415094339622
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ISOYearOfEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\field\DecoratedDateTimeField.java, 0.1506849315068493
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ISOYearOfEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\field\OffsetDateTimeField.java, 0.15151515151515152
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ISOYearOfEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\field\RemainderDateTimeField.java, 0.17307692307692307
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ISOYearOfEraDateTimeField.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\field\ZeroIsMaxDateTimeField.java, 0.21052631578947367
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\LenientChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\StrictChronology.java, 0.6585365853658537
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\LimitChronology.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\chrono\ZonedChronology.java, 0.2699530516431925
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\AbstractConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\CalendarConverter.java, 0.16923076923076924
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\AbstractConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, 0.15
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\AbstractConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\LongConverter.java, 0.15384615384615385
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\AbstractConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PartialConverter.java, 0.1891891891891892
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\AbstractConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadableInstantConverter.java, 0.2553191489361702
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\AbstractConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadablePartialConverter.java, 0.22448979591836735
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\AbstractConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadablePeriodConverter.java, 0.16279069767441862
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\CalendarConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, 0.15384615384615385
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\CalendarConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadableInstantConverter.java, 0.23728813559322035
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\CalendarConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadablePartialConverter.java, 0.15625
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, 0.17647058823529413
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, 0.42857142857142855
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, 0.2727272727272727
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, 0.3
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\LongConverter.java, 0.1875
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PartialConverter.java, 0.2
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PeriodConverter.java, 0.2727272727272727
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\DateTimeParser.java, 0.2222222222222222
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\InternalParser.java, 0.2222222222222222
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\PeriodParser.java, 0.2
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\JodaTimePermission.java, 0.18181818181818182
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\tz\NameProvider.java, 0.2
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\Converter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\tz\Provider.java, 0.18181818181818182
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, 0.17647058823529413
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, 0.2
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, 0.21052631578947367
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\LongConverter.java, 0.3181818181818182
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\NullConverter.java, 0.1875
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PartialConverter.java, 0.16666666666666666
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PeriodConverter.java, 0.2
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadableDurationConverter.java, 0.1875
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadableInstantConverter.java, 0.22857142857142856
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadablePartialConverter.java, 0.15789473684210525
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DateConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadablePeriodConverter.java, 0.21428571428571427
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, 0.2727272727272727
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, 0.3
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\LongConverter.java, 0.1875
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PartialConverter.java, 0.2
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PeriodConverter.java, 0.2727272727272727
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\DateTimeParser.java, 0.2222222222222222
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\InternalParser.java, 0.2222222222222222
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\PeriodParser.java, 0.2
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\JodaTimePermission.java, 0.18181818181818182
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\tz\NameProvider.java, 0.2
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\DurationConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\tz\Provider.java, 0.18181818181818182
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, 0.3076923076923077
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\LongConverter.java, 0.21052631578947367
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PartialConverter.java, 0.4666666666666667
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PeriodConverter.java, 0.2857142857142857
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadableInstantConverter.java, 0.15625
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadablePartialConverter.java, 0.15151515151515152
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadablePeriodConverter.java, 0.16666666666666666
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\DateTimeParser.java, 0.15384615384615385
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\DateTimePrinter.java, 0.18181818181818182
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\InternalParser.java, 0.15384615384615385
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\InternalPrinter.java, 0.2222222222222222
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\InstantConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\tz\Provider.java, 0.21428571428571427
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\LongConverter.java, 0.2222222222222222
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\NullConverter.java, 0.19230769230769232
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PartialConverter.java, 0.23529411764705882
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PeriodConverter.java, 0.3076923076923077
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadablePeriodConverter.java, 0.17391304347826086
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\DateTimeParser.java, 0.16666666666666666
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\InternalParser.java, 0.16666666666666666
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\InternalPrinter.java, 0.16666666666666666
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\format\PeriodParser.java, 0.15384615384615385
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\IntervalConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\tz\NameProvider.java, 0.15384615384615385
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\LongConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\NullConverter.java, 0.23333333333333334
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\LongConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PartialConverter.java, 0.17391304347826086
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\LongConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\PeriodConverter.java, 0.21052631578947367
D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\LongConverter.java, D:\SoftwareReengineering\joda-time\src\main\java\org\joda\time\convert\ReadableDurationConverter.java, 0.23333333333333334
